fuente;numero victima;municipio id;municipio nombre;fecha hecho;hora hecho;momento hecho;edad;sexo;clase victima;vehiculo victima;tipo via;tipo incidente;clima
Ministerio de Seguridad;1-2017-559;60028;Almirante Brown;21/10/2017;1:30:00;Nocturno;35;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-683;;;21/10/2017;5:15:00;Nocturno;24;Femenino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-684;;;21/10/2017;5:15:00;Nocturno;25;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-574;60515;Malvinas Argentinas;22/10/2017;22:30:00;Nocturno;20;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-942;;;22/10/2017;23:30:00;Nocturno;23;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-943;;;22/10/2017;23:30:00;Nocturno;21;Femenino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1257;;;22/10/2017;Sin especificar;Sin especificar;32;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1302;;;22/10/2017;Sin especificar;Sin especificar;18;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1098;60778;San Vicente;23/10/2017;6:30:00;Nocturno;18;Femenino;Acompañante;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-771;60028;Almirante Brown;23/10/2017;12:00:00;Diurno;60;Femenino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-847;;;23/10/2017;1:30:00;Nocturno;36;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1250;60218;Chascomús;23/10/2017;Sin especificar;Sin especificar;86;Femenino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1171;60655;Punta Indio;24/10/2017;5:30:00;Nocturno;24;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Otro
Ministerio de Seguridad;1-2017-907;60056;Bahía Blanca;24/10/2017;13:30:00;Diurno;59;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-589;60274;Florencio Varela;25/10/2017;0:05:00;Nocturno;16;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-714;;;26/10/2017;17:30:00;Diurno;39;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-148;60270;Ezeiza;27/10/2017;20:20:00;Nocturno;30;Masculino;Peatón;Peatón;Ruta provincial;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-362;;;27/10/2017;9:30:00;Diurno;62;Masculino;Conductor;Vehículo;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-590;60515;Malvinas Argentinas;27/10/2017;9:00:00;Diurno;47;Femenino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Egresos hospitalarios;2-2017-1298;;;27/10/2017;Sin especificar;Sin especificar;51;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-311;60021;Alberti;28/10/2017;3:40:00;Nocturno;23;Femenino;Peatón;Peatón;Ruta nacional;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-615;60778;San Vicente;28/10/2017;9:20:00;Diurno;88;Femenino;Sin especificar;Automóvil;Ruta nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-979;60515;Malvinas Argentinas;28/10/2017;8:15:00;Diurno;46;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-614;60098;Berisso;29/10/2017;5:45:00;Nocturno;24;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-686;60260;Esteban Echeverría;29/10/2017;9:00:00;Diurno;28;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-772;60260;Esteban Echeverría;29/10/2017;7:50:00;Diurno;21;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-848;60412;José C. Paz;29/10/2017;5:16:00;Nocturno;Sin especificar;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-849;60412;José C. Paz;29/10/2017;5:16:00;Nocturno;41;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-1099;60063;Balcarce;30/10/2017;6:15:00;Nocturno;34;Masculino;Conductor;Automóvil;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-1172;60466;Lezama;30/10/2017;15:15:00;Diurno;22;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-146;60270;Ezeiza;30/10/2017;6:20:00;Nocturno;69;Masculino;Conductor;Camión;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-639;60049;Azul;30/10/2017;6:25:00;Nocturno;Sin especificar;Masculino;Conductor;Camión;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1025;60274;Florencio Varela;31/10/2017;16:20:00;Diurno;3;Masculino;Acompañante;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1026;60274;Florencio Varela;31/10/2017;3:45:00;Nocturno;27;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-715;;;31/10/2017;0:00:00;Nocturno;30;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-716;60515;Malvinas Argentinas;31/10/2017;0:00:00;Nocturno;47;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-812;;;31/10/2017;19:20:00;Nocturno;33;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-773;;;01/11/2017;19:05:00;Nocturno;63;Masculino;Conductor;Camioneta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-774;60515;Malvinas Argentinas;01/11/2017;11:11:00;Diurno;Sin especificar;Masculino;Conductor;Motocicleta;Autopista nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-814;;;01/11/2017;21:30:00;Nocturno;35;Masculino;Conductor;Motocicleta;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-980;60410;Ituzaingó;01/11/2017;22:00:00;Nocturno;18;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-981;60260;Esteban Echeverría;01/11/2017;0:00:00;Nocturno;7;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Reparos;3-2017-1326;;;01/11/2017;7:55:00;Diurno;32;Masculino;Ocupante de vehículo sin especificar;Motocicleta;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1329;60270;Ezeiza;01/11/2017;9:50:00;Diurno;87;Femenino;Peatón;Peatón;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1338;60466;Lezama;01/11/2017;13:00:00;Diurno;Sin especificar;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1356;60056;Bahía Blanca;01/11/2017;14:30:00;Diurno;29;Masculino;Ocupante de vehículo sin especificar;Automóvil;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1358;;;01/11/2017;12:10:00;Diurno;68;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1365;60056;Bahía Blanca;01/11/2017;20:50:00;Nocturno;59;Femenino;Peatón;Peatón;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1369;;;01/11/2017;21:00:00;Nocturno;54;Femenino;Peatón;Peatón;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-145;60778;San Vicente;02/11/2017;10:30:00;Diurno;45;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Objeto;Lluvia
Ministerio de Seguridad;1-2017-717;;;02/11/2017;18:30:00;Diurno;73;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-775;60515;Malvinas Argentinas;02/11/2017;18:15:00;Diurno;23;Femenino;Peatón;Peatón;Sin especificar;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-813;;;02/11/2017;3:30:00;Nocturno;34;Masculino;Acompañante;Sin especificar;Calle;Otro modo;Sin especificar
Ministerio de Seguridad;1-2017-850;60638;Pilar;02/11/2017;22:15:00;Nocturno;29;Masculino;Conductor;Motocicleta;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-147;60515;Malvinas Argentinas;03/11/2017;16:20:00;Diurno;35;Femenino;Acompañante;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-570;60515;Malvinas Argentinas;03/11/2017;20:00:00;Nocturno;50;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-149;60260;Esteban Echeverría;04/11/2017;9:30:00;Diurno;51;Masculino;Conductor;Camión;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-194;;;04/11/2017;9:00:00;Diurno;47;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-451;60134;Cañuelas;04/11/2017;23:10:00;Nocturno;21;Masculino;Conductor;Automóvil;Sin especificar;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-1100;60063;Balcarce;05/11/2017;16:00:00;Diurno;21;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-776;60274;Florencio Varela;05/11/2017;3:30:00;Nocturno;24;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-195;;;06/11/2017;22:00:00;Nocturno;83;Masculino;Conductor;Bicicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-265;60028;Almirante Brown;06/11/2017;22:10:00;Nocturno;18;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Nublado
Ministerio de Seguridad;1-2017-851;60638;Pilar;06/11/2017;6:50:00;Nocturno;63;Masculino;Acompañante;Automóvil;Calle;Colisión vehículo/Vehículo;Bueno
Egresos hospitalarios;2-2017-1239;60638;Pilar;06/11/2017;Sin especificar;Sin especificar;60;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-312;60515;Malvinas Argentinas;07/11/2017;15:00:00;Diurno;Sin especificar;Masculino;Peatón;Peatón;Ruta provincial;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-430;60638;Pilar;07/11/2017;9:00:00;Diurno;52;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-616;60063;Balcarce;07/11/2017;14:10:00;Diurno;49;Masculino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Lluvia
Ministerio de Seguridad;1-2017-1027;60648;Presidente Perón;08/11/2017;12:00:00;Diurno;18;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1028;60134;Cañuelas;08/11/2017;17:40:00;Diurno;Sin especificar;Femenino;Peatón;Peatón;Autopista nacional;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-1029;60134;Cañuelas;08/11/2017;17:40:00;Diurno;19;Masculino;Peatón;Peatón;Autopista nacional;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-1173;60778;San Vicente;08/11/2017;13:20:00;Diurno;Sin especificar;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-944;;;08/11/2017;6:00:00;Nocturno;66;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-150;;;09/11/2017;13:45:00;Diurno;66;Masculino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-517;60466;Lezama;09/11/2017;20:30:00;Nocturno;52;Masculino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-718;;;09/11/2017;13:00:00;Diurno;28;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Egresos hospitalarios;2-2017-1240;60515;Malvinas Argentinas;09/11/2017;Sin especificar;Sin especificar;20;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-908;60274;Florencio Varela;10/11/2017;19:00:00;Diurno;Sin especificar;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-1030;60134;Cañuelas;11/11/2017;22:30:00;Nocturno;40;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-1031;60098;Berisso;11/11/2017;18:00:00;Diurno;10;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-1174;60515;Malvinas Argentinas;11/11/2017;7:50:00;Diurno;27;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-151;60134;Cañuelas;11/11/2017;23:20:00;Nocturno;1;Femenino;Acompañante;Automóvil;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-266;60410;Ituzaingó;11/11/2017;3:30:00;Nocturno;18;Masculino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-363;60515;Malvinas Argentinas;11/11/2017;16:00:00;Diurno;Sin especificar;Masculino;Conductor;Motocicleta;Autopista nacional;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-640;60063;Balcarce;11/11/2017;23:30:00;Nocturno;Sin especificar;Femenino;Acompañante;Automóvil;Ruta provincial;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-641;60063;Balcarce;11/11/2017;23:30:00;Nocturno;29;Femenino;Acompañante;Automóvil;Ruta provincial;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-687;;;11/11/2017;16:18:00;Diurno;71;Femenino;Sin especificar;Automóvil;Autopista nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-909;60778;San Vicente;11/11/2017;15:00:00;Diurno;20;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1101;60515;Malvinas Argentinas;12/11/2017;20:20:00;Nocturno;24;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-1102;60134;Cañuelas;12/11/2017;5:30:00;Nocturno;55;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-1175;60648;Presidente Perón;12/11/2017;9:00:00;Diurno;32;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-364;60028;Almirante Brown;12/11/2017;19:21:00;Nocturno;32;Masculino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-386;60056;Bahía Blanca;12/11/2017;4:00:00;Nocturno;19;Masculino;Acompañante;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-575;60778;San Vicente;12/11/2017;3:00:00;Nocturno;21;Masculino;Acompañante;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-642;60063;Balcarce;12/11/2017;1:30:00;Nocturno;19;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-811;;;12/11/2017;21:00:00;Nocturno;59;Masculino;Conductor;Bicicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-815;;;12/11/2017;0:05:00;Nocturno;26;Femenino;Peatón;Peatón;Ruta provincial;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-982;60274;Florencio Varela;13/11/2017;6:00:00;Nocturno;62;Masculino;Peatón;Peatón;Autopista provincial;Colisión vehículo/Persona;Sin especificar
Egresos hospitalarios;2-2017-1218;60049;Azul;13/11/2017;Sin especificar;Sin especificar;60;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1032;60260;Esteban Echeverría;14/11/2017;12:00:00;Diurno;53;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-617;60063;Balcarce;14/11/2017;15:07:00;Diurno;29;Masculino;Peatón;Peatón;Ruta nacional;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-688;;;14/11/2017;0:00:00;Nocturno;42;Masculino;Conductor;Motocicleta;Autopista nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-816;;;15/11/2017;23:45:00;Nocturno;21;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-983;60063;Balcarce;15/11/2017;9:55:00;Diurno;35;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-911;60412;José C. Paz;16/11/2017;15:20:00;Diurno;18;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Egresos hospitalarios;2-2017-1268;;;16/11/2017;Sin especificar;Sin especificar;40;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-153;60412;José C. Paz;17/11/2017;13:00:00;Diurno;79;Masculino;Conductor;Automóvil;Ruta provincial;Vuelco/Despiste;Lluvia
Ministerio de Seguridad;1-2017-267;60134;Cañuelas;17/11/2017;2:30:00;Nocturno;18;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-984;60760;San Miguel;17/11/2017;16:00:00;Diurno;36;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-365;60412;José C. Paz;18/11/2017;3:49:00;Nocturno;33;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-431;60056;Bahía Blanca;18/11/2017;23:30:00;Nocturno;29;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1103;60466;Lezama;19/11/2017;6:40:00;Nocturno;20;Masculino;Acompañante;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-152;60134;Cañuelas;19/11/2017;21:05:00;Nocturno;35;Masculino;Peatón;Peatón;Autopista nacional;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-215;60274;Florencio Varela;19/11/2017;7:00:00;Nocturno;Sin especificar;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-910;60778;San Vicente;19/11/2017;13:00:00;Diurno;27;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1033;60063;Balcarce;20/11/2017;15:15:00;Diurno;26;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1034;60134;Cañuelas;20/11/2017;19:10:00;Nocturno;74;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-689;;;20/11/2017;0:00:00;Nocturno;Sin especificar;Masculino;Peatón;Peatón;Autopista nacional;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-945;;;20/11/2017;22:50:00;Nocturno;49;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-985;60515;Malvinas Argentinas;20/11/2017;3:45:00;Nocturno;20;Masculino;Acompañante;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-366;60098;Berisso;21/11/2017;17:18:00;Diurno;74;Masculino;Conductor;Automóvil;Autopista nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-387;60056;Bahía Blanca;22/11/2017;18:30:00;Diurno;49;Masculino;Conductor;Automóvil;Sin especificar;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-388;60274;Florencio Varela;22/11/2017;18:30:00;Diurno;17;Masculino;Acompañante;Automóvil;Sin especificar;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-912;60515;Malvinas Argentinas;22/11/2017;16:00:00;Diurno;27;Masculino;Conductor;Sin especificar;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-367;60218;Chascomús;23/11/2017;4:50:00;Nocturno;35;Masculino;Conductor;Motocicleta;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-1104;60134;Cañuelas;24/11/2017;19:00:00;Diurno;Sin especificar;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1105;60098;Berisso;24/11/2017;23:55:00;Nocturno;Sin especificar;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-1176;60778;San Vicente;24/11/2017;0:01:00;Nocturno;Sin especificar;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-389;60028;Almirante Brown;24/11/2017;17:15:00;Diurno;74;Femenino;Acompañante;Automóvil;Sin especificar;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-390;60270;Ezeiza;24/11/2017;17:15:00;Diurno;79;Femenino;Acompañante;Automóvil;Sin especificar;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-643;60063;Balcarce;24/11/2017;15:50:00;Diurno;54;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1035;60070;Baradero;25/11/2017;0:00:00;Nocturno;22;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-154;60638;Pilar;25/11/2017;8:30:00;Diurno;26;Masculino;Conductor;Automóvil;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-368;60056;Bahía Blanca;25/11/2017;1:03:00;Nocturno;48;Masculino;Conductor;Bicicleta;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-216;;;26/11/2017;5:30:00;Nocturno;22;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-644;60778;San Vicente;26/11/2017;11:00:00;Diurno;59;Masculino;Conductor;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-946;;;26/11/2017;13:20:00;Diurno;51;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-947;60270;Ezeiza;26/11/2017;19:50:00;Nocturno;40;Masculino;Conductor;Motocicleta;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-1177;60655;Punta Indio;27/11/2017;16:30:00;Diurno;66;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-1178;60655;Punta Indio;27/11/2017;6:50:00;Nocturno;53;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-777;60778;San Vicente;27/11/2017;12:45:00;Diurno;66;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-852;;;27/11/2017;5:00:00;Nocturno;24;Masculino;Acompañante;Automóvil;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1106;60778;San Vicente;28/11/2017;13:00:00;Diurno;24;Femenino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1107;60412;José C. Paz;28/11/2017;13:00:00;Diurno;23;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-778;60655;Punta Indio;28/11/2017;21:50:00;Nocturno;44;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-853;;;28/11/2017;18:50:00;Diurno;33;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1108;60084;Benito Juárez;30/11/2017;21:40:00;Nocturno;39;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-155;60412;José C. Paz;30/11/2017;23:45:00;Nocturno;17;Masculino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-369;60274;Florencio Varela;30/11/2017;22:54:00;Nocturno;40;Masculino;Conductor;Camión;Autopista nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-489;60760;San Miguel;30/11/2017;23:00:00;Nocturno;69;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1260;;;30/11/2017;Sin especificar;Sin especificar;62;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1036;60412;José C. Paz;01/12/2017;8:15:00;Diurno;Sin especificar;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Llovizna
Ministerio de Seguridad;1-2017-157;60274;Florencio Varela;01/12/2017;2:15:00;Nocturno;45;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-280;;;01/12/2017;23:15:00;Nocturno;76;Masculino;Acompañante;Camioneta;Ruta nacional;Vuelco/Despiste;Sin especificar
